  24   21   24   22   18   18   20   18   18   18   20   18   18   18   18   18   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   20   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   19   18   18   18   18   18   18
  21   23   18   18   18   18   18   20   19   20   18   18   18   18   19   18   18   18   18   20   18   18   18   18   18   18   18   19   20   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   19   18   18   18   18   18   18   18   18   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18
  20   18   24   18   18   18   22   18   18   20   18   18   18   20   21   22   22   22   23   25   25   26   25   27   27   28   29   28   30   30   35   32   33   34   34   35   36   37   39   39   39   41   42   42   45   44   45   45   50   48   47   51   55   54   55   63   58   59   63   71   71   66   69   72   79   84   92   99  107  116  155  247  369   83   89   98  122  170  200  698  122  150  340  617  816  126  707  391  408  386  356  442  353  381  343  381  425  340  407  462
  23   21   19   18   19   20   19   18   18   18   18   18   18   19   18   18   19   18   18   18   18   18   18   18   20   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   19   18   18   20   18   18   18   18   18   18   18   18   18   18   18   18   19   18   18   20   18   18   18   18   18   18   18   18   18   18   18   19   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18
  20   18   20   19   23   18   18   18   18   18   18   18   18   18   18   21   22   22   23   25   25   26   26   27   27   28   29   29   30   29   32   32   33   34   34   35   37   38   39   41   42   45   45   44   45   45   47   48   50   55   54   55   63   58   60   62   71   66   69   72   76   85   97  102  116  149  261  377   58   62   64   67   74   70   75   81   85   96  103  111  152  195  695  180  885  584  536  391  577  550  401  459  439  459  430  387  326  388  376  511
  20   18   18   18   18   21   19   18   18   18   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   19   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18
  18   20   20   20   21   18   19   18   19   18   20   19   18   20   18   18   20   21   22   22   22   30   24   26   27   27   28   29   29   30   32   34   32   35   33   36   34   35   36   37   38   39   39   36   41   42   44   45   47   45   46   47   49   49   51   55   55   55   57   59   60   61   71   71   76   75   74   74   83   90  100  106  120  137  214  611   80   81   85   96  106  115  111  228  673  150  254  862  190 1010   86  289  391  391  341  447  435  382  378  393
  23   21   20   18   20   18   19   19   18   20   18   19   19   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   20   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18
  34   22   20   22   19   18   18   18   18   21   18   20   20   18   18   18   18   20   18   18   18   18   18   20   18   18   18   18   20   18   19   18   20   19   19   18   18   18   19   20   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   19   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18   18
  20   18   20   18   18   20   18   18   18   18   18   18   18   18   18   18   18   18   18   21   21   22   22   23   25   25   26   26   27   27   28   28   29   30   30   31   32   32   32   33   35   35   36   37   38   39   39   40   42   42   45   44   43   45   45   46   48   50   55   52   54   55   63   58   60   65   71   64   69   72   74   88   85   87   95  105  116  155  255  372   98  110  129  179 1010   85  350  552 1008  405  449  489  391  347  364  372  369  367  443  355
