 8.92146e-234   2.75842e-29  1.39098e-156   2.89435e-19    0.00563921   1.68653e-13     0.0969774      0.523348    0.00626579      0.107753     0.0515378       1.21577     0.0273893        3.8742      0.581497     0.0572642       4.78297      0.717898     0.0304325       1.50095      0.717898       4.30467       4.30467        2.8243       3.13811       3.48678       2.28768       3.48678       3.13811       4.78297       3.48678       2.54187       3.13811        3.8742       3.13811       4.30467       2.28768        2.8243       2.28768       4.30467       4.30467       4.30467       4.78297       2.54187       2.28768        3.8742       3.13811        3.8742       3.48678      0.717898       3.48678       2.54187       3.48678       3.13811        3.8742        3.8742       3.48678        3.8742       3.13811       2.05891       3.13811        3.8742       3.48678       3.13811       4.78297       4.78297       4.78297       3.13811        3.8742        3.8742       3.13811       4.78297        3.8742       4.78297       4.30467        2.8243        3.8742       4.78297       3.13811        3.8742       4.30467       4.30467       4.78297        3.8742       2.54187        2.8243       1.85302        3.8742       3.48678       4.78297       4.78297        3.8742       3.13811       4.30467       4.78297       2.54187        3.8742       3.13811       3.48678        3.8742
  2.53663e-07   1.88508e-95   7.47083e-19   3.90984e-20   1.58285e-24   7.48626e-12    0.00411098      0.717898       1.35085        3.8742       3.13811       3.13811        2.8243        2.8243       4.30467       3.13811       3.13811       2.05891       4.30467       1.66772        2.8243       1.21577       1.85302       4.78297       4.78297       4.78297        3.8742      0.423912       4.30467        3.8742      0.581497       3.13811       2.28768        3.8742       4.30467       3.13811       4.78297       1.85302        2.8243        2.8243        3.8742       3.48678        3.8742       4.78297        3.8742       2.05891       1.66772       4.30467       3.13811        2.8243        3.8742        3.8742       4.30467       4.30467        3.8742        3.8742       4.30467       2.54187       4.30467        3.8742        3.8742       1.85302       4.78297       3.48678        2.8243       4.78297       4.30467       3.13811        2.8243       4.30467       3.13811       1.35085        3.8742        3.8742       3.13811       4.30467        2.8243        2.8243       4.78297       4.78297       3.13811       4.78297       4.30467       2.28768        3.8742       4.78297       4.78297       3.48678       4.78297       0.38152       3.13811      0.984771        2.8243        3.8742        3.8742       4.30467       3.48678       4.78297       4.30467       3.48678
  2.11871e-05  4.82449e-226   4.83693e-13   2.77555e-08   4.23038e-08       1.35085       4.30467       1.35085       2.28768       3.48678       1.85302       4.78297       3.13811       4.78297        3.8742       4.30467       3.48678       4.30467       3.13811       4.30467        3.8742        3.8742        3.8742       2.05891        2.8243       2.54187       4.78297       3.48678       3.48678       3.48678       2.54187       4.78297        2.8243       2.05891       3.13811        3.8742        3.8742       4.78297       4.78297       4.30467        3.8742       1.85302        3.8742       4.30467       4.78297       4.78297       4.78297       2.28768       4.78297        3.8742        3.8742       3.13811       4.30467       3.13811        3.8742       3.48678       1.35085       4.30467       3.13811       4.78297       4.30467        2.8243       2.28768       1.50095        3.8742       3.13811       2.05891        3.8742       1.50095       3.48678       4.78297        3.8742        3.8742       2.28768       1.85302       3.13811       3.13811        2.8243       3.48678       4.30467        3.8742       1.85302        3.8742        3.8742       4.30467       3.13811       3.48678       3.13811       4.30467       1.85302       3.48678        2.8243       4.30467       4.78297       3.13811        3.8742       4.78297       3.48678       3.13811        3.8742
  1.63029e-77   3.69226e-10   1.09193e-07    0.00143341      0.797664   2.31827e-06    0.00859504   0.000404838    0.00411098   5.98386e-06       0.38152       1.50095    0.00218475       1.66772       1.66772     0.0199668       4.30467       3.13811      0.984771      0.343368      0.886294      0.717898       2.54187    0.00176964       3.13811       2.54187       1.66772        2.8243      0.886294        3.8742     0.0872796      0.250316    0.00176964       2.54187        2.8243       3.48678       4.78297       3.48678        2.8243        3.8742       4.78297       2.54187        3.8742       4.78297     0.0572642        3.8742       2.28768       3.48678       4.78297       1.50095        2.8243       4.30467       4.30467        3.8742       4.78297       2.54187       4.78297       4.30467       4.30467        2.8243       4.30467       4.78297       4.78297        3.8742       4.78297        3.8742       3.13811       4.78297       4.30467       3.13811       2.54187       3.48678       4.30467       1.35085       2.28768       2.05891       4.78297       2.05891       4.78297       3.48678       3.48678       2.54187       3.48678       4.78297       1.35085        3.8742       3.48678       4.78297        3.8742       3.13811       4.30467       4.78297       1.50095       2.05891       2.54187       3.48678       2.05891       2.28768       4.30467       4.30467
  3.42661e-08  7.00975e-133   6.46692e-49   2.78955e-42     0.0117902    0.00626579     0.0338139       2.28768       3.13811       2.54187       2.54187       2.05891       3.48678       3.13811       2.28768        3.8742       1.09419       3.48678       3.48678       2.28768       3.48678       1.09419       1.09419       3.48678        3.8742        3.8742       2.54187       3.13811        2.8243       2.54187       3.48678       2.28768       3.13811        2.8243        3.8742        2.8243       2.28768       3.48678        3.8742       3.48678        3.8742       2.05891       3.13811      0.886294        3.8742       3.48678       2.05891       2.05891       3.48678       3.13811        2.8243        3.8742       2.54187       1.35085       3.13811       3.13811       1.35085        2.8243      0.984771       3.48678        3.8742       3.48678      0.984771       2.05891       1.85302       2.28768       3.13811       1.09419       1.66772       3.48678       3.48678       3.13811       1.85302        2.8243       1.66772       3.13811       1.50095       2.05891       2.05891        3.8742       2.54187       3.13811       3.13811       3.13811       2.54187       2.28768        2.8243       1.85302       1.09419       3.13811       1.35085      0.717898       3.13811       2.28768        2.8243        2.8243       3.48678       2.05891        2.8243       2.54187
  1.50852e-34  4.32416e-240   8.21573e-54   1.01128e-12    0.00369988      0.250316       1.21577        3.8742       1.66772        2.8243       2.54187       3.13811        3.8742       2.28768       3.13811       2.05891       3.48678       2.28768       2.54187        3.8742       3.13811       2.54187       2.54187       4.30467       2.28768        2.8243        2.8243       2.05891       3.48678        3.8742       1.85302       2.28768       2.28768       2.54187       3.48678       2.05891       3.13811       3.48678       4.30467       2.05891        3.8742       2.54187        2.8243       1.50095       2.05891       3.13811        2.8243        3.8742       2.54187       2.05891       4.30467        2.8243        3.8742       3.13811       2.05891       2.05891       2.54187       1.50095       3.13811        2.8243       3.48678       2.05891        3.8742       2.54187       3.13811       2.54187       4.78297       1.85302        3.8742        2.8243        3.8742        2.8243       1.35085        2.8243       3.13811       3.48678       2.54187        2.8243       2.28768       3.13811        2.8243       2.28768       3.48678       2.28768       2.28768       2.28768       2.28768        2.8243       3.13811       4.78297       2.28768       3.48678       3.48678       3.48678        3.8742       3.48678       1.66772       2.05891       3.48678       2.54187
  1.34529e-14    6.887e-244   1.86236e-34     0.0131002      0.797664    0.00626579   2.86206e-06      0.797664   0.000174269     0.0785517       1.66772       1.66772     0.0338139      0.523348       2.28768      0.423912      0.984771   8.33525e-05       3.13811       1.21577     0.0785517      0.225284       4.78297       3.13811       4.30467       4.78297       3.48678       3.13811       3.48678        2.8243       4.78297        3.8742       4.30467        2.8243       1.85302       4.30467       2.05891       2.28768        3.8742        3.8742       4.30467        2.8243       4.30467       4.30467        3.8742        3.8742        2.8243       4.30467       4.78297       4.78297       2.05891       4.30467        3.8742       2.28768       3.48678        2.8243       4.30467       4.30467      0.984771       4.30467       1.21577       3.13811       4.78297       1.35085       4.30467       3.48678        2.8243       3.13811       3.48678        3.8742       3.48678        2.8243        3.8742        3.8742       4.30467       4.78297       3.48678        3.8742       4.78297        3.8742       4.30467        3.8742       3.13811       4.30467       4.78297       4.78297       4.30467       4.78297        3.8742       4.30467       4.30467       1.35085      0.886294       3.48678       4.78297       1.50095       3.48678        3.8742        2.8243       4.78297
  2.85027e-20             0     0.0004998   8.01687e-35   0.000761773   5.49633e-39    0.00242749       1.09419       1.09419      0.984771     0.0417456       0.38152     0.0033299      0.278128       1.66772       1.09419      0.984771       2.54187      0.309032        2.8243       1.35085      0.133028     0.0199668       1.85302        2.8243      0.423912      0.984771       1.66772       0.18248       1.85302      0.225284       2.05891      0.471013      0.278128      0.581497   0.000156842      0.423912       1.85302      0.309032      0.471013       2.28768       1.35085        3.8742      0.202756       1.21577     0.0636269       1.21577      0.646108      0.133028      0.309032     0.0106112      0.278128      0.343368       2.28768      0.717898       3.13811    6.0764e-05      0.309032    0.00299691       1.21577     0.0004998      0.423912       1.50095     0.0145558      0.133028    0.00143341       1.50095     0.0161731     0.0273893       1.09419      0.278128     0.0199668       4.30467    0.00507529       2.54187      0.225284      0.717898    0.00242749     0.0785517      0.133028    0.00563921      0.202756       4.30467      0.581497     0.0515378      0.164232       1.21577     0.0636269       1.50095       1.85302     0.0221853      0.107753      0.471013    0.00176964       1.35085       1.50095     0.0636269       1.50095      0.278128       0.38152
  -5.6426e-13  4.55189e-168   1.2841e-223     1.766e-10   2.60492e-19   3.13164e-07    0.00116106    0.00104496    0.00773554    0.00456776     0.0273893     0.0273893       1.35085       1.85302      0.797664      0.164232       2.54187       3.48678       2.05891       1.50095       2.28768        2.8243       4.78297       4.78297       3.13811       1.09419        3.8742        2.8243        3.8742       1.50095       3.48678       3.48678       4.30467        3.8742       3.13811        3.8742        3.8742       1.09419       4.78297        3.8742       4.30467       4.30467       4.78297       2.28768       4.30467       3.13811      0.886294       2.28768      0.278128       3.48678       2.28768       4.30467       3.48678       4.30467       2.54187       2.05891       3.48678       4.30467       3.13811       4.30467        3.8742       4.30467       3.13811       3.48678       4.78297       4.78297       4.78297      0.471013       4.30467       1.66772       4.78297       3.48678        3.8742       3.48678       4.78297       3.48678       4.30467       4.78297       4.78297        3.8742       4.78297       3.13811       4.78297       2.54187        3.8742       4.78297       2.28768       3.48678       4.30467        3.8742        3.8742       2.54187       4.30467       3.48678       4.30467       3.13811       4.30467       4.30467       3.48678       3.13811
  8.77991e-84             0  5.95769e-123    1.2678e-11   3.13164e-07   1.01337e-05   1.34807e-07      0.202756       0.18248     0.0304325     0.0106112        2.8243       1.66772       0.18248        3.8742        3.8742       1.66772       3.13811        2.8243        3.8742        3.8742        3.8742       1.85302       3.13811       4.78297      0.984771       3.48678       1.66772       4.78297       3.48678       3.13811       4.30467       4.78297       4.78297       1.85302       3.48678       4.78297       4.30467       4.30467       4.78297       4.78297       2.28768       3.48678       3.13811       4.30467      0.797664       2.05891        3.8742       2.54187       4.30467       3.48678       4.30467       1.85302        3.8742       3.13811       4.78297       3.13811        3.8742       4.30467       3.48678       1.35085       1.85302        2.8243       2.28768       4.30467       3.48678       3.48678        3.8742       4.30467       3.13811       4.30467       4.78297       4.30467       4.30467       4.78297       4.78297        3.8742       4.30467       4.30467        3.8742        3.8742       4.30467       3.13811       3.48678       4.30467        3.8742        2.8243       4.78297       4.30467       2.54187       3.48678       4.78297        3.8742       2.54187       4.78297       2.05891      0.886294       4.78297       4.30467       3.13811
